id,Target,Class,Title,Price,Discount
0,折扣,鞋/包/箱,【Chloe’ 蔻依】C Bag 金釦小牛皮三折扣式零錢袋迷妳短夾(2色/任選),9990,
1,折扣,鞋/包/箱,【PRADA 普拉達】1ML047 桃粉 經典三角牌(對折扣式 短夾),12665,售價已折
2,折扣,鞋/包/箱,【COACH】莫蘭迪綠xC吊飾皮革對折扣式零錢包短夾,3399,售價已折
3,折扣,鞋/包/箱,【Michael Kors】Jet Set Travel 滿版三折扣式零錢長夾(白),2999,售價已折
4,折扣,鞋/包/箱,【MIU MIU】經典浮雕LOGO抓皺雙折扣式零錢短夾(粉桃),11270,售價已折
5,折扣,鞋/包/箱,【COACH】橙黃xC吊飾皮革對折扣式零錢包短夾,3399,售價已折
6,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典手工編織拼接三折扣式零錢短夾(紅),13180,售價已折
7,折扣,鞋/包/箱,【TORY BURCH】金屬字母雙T小牛皮三折扣式零錢短夾(紅),4930,售價已折
8,折扣,鞋/包/箱,【PRADA 普拉達】經典LOGO水波紋三折扣式零錢短夾(紅),15090,售價已折
9,折扣,鞋/包/箱,【Balenciaga 巴黎世家】BALENCIAGA 巴黎世家機經典機車包設計牛皮三折扣式短夾(黑),15980,售價已折
10,折扣,鞋/包/箱,【COACH】紅x黑PVC對折扣式零錢包短夾,3692,售價已折
11,折扣,鞋/包/箱,【COACH】桃紅xC吊飾皮革對折扣式零錢包短夾,3399,售價已折
12,折扣,鞋/包/箱,【KATE SPADE】mikey 飾珍珠雙折扣式牛皮中夾-黑色,2737,售價已折
13,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典編織小羊皮三折扣式零錢短夾(黑),13180,售價已折
14,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典編織水洗羊皮三折扣式零錢短夾(黑),13180,售價已折
15,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典編織小牛皮三折扣式零錢短夾(墨綠),13180,售價已折
16,折扣,鞋/包/箱,【COACH】紅x黑xC吊飾PVC對折扣式零錢包短夾,3692,售價已折
17,折扣,鞋/包/箱,【GUCCI 古馳】Gutchishima 經典雙G LOGO雙折扣式零錢短夾(黑),14135,售價已折
18,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典編織小羊皮三折扣式零錢短夾(粉桃),13180,售價已折
19,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典編織小牛皮三折扣式零錢短夾(深紫),13180,售價已折
20,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典編織羊皮蝴蝶三折扣式零錢中夾(藍綠),15090,售價已折
21,折扣,鞋/包/箱,【KATE SPADE】campus lane 幾何軟木雙折扣式長夾-多彩幾何,2451,售價已折
22,折扣,鞋/包/箱,【Alviero Martini】義大利地圖包 三折扣式6卡中長夾(地圖黃),6675,
23,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典編織羊皮蝴蝶三折扣式零錢短夾(紅),13180,售價已折
24,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典編織羊皮蝴蝶三折扣式零錢中夾(紅),15090,售價已折
25,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】BV BOTTEGA VENETA編織LOGO 6卡小羊皮對折扣式卡片夾(象灰),9800,
26,折扣,鞋/包/箱,【Rebecca minkoff】雙折扣式牛皮斜背/長夾-猩紅色,3808,售價已折
27,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典編織小羊皮三折扣式零錢短夾(咖),13180,售價已折
28,折扣,鞋/包/箱,【BOTTEGA VENETA 寶緹嘉】經典編織小羊皮三折扣式零錢短夾(亮紅),13180,售價已折
29,折扣,圖書/影音,【我長大了】生活自理套書（4冊）（特價品不再折扣）,536,售價已折
30,折扣,圖書/影音,所羅門的偽證Ⅰ：事件（套書、不分售 特價不再折扣）,435,售價已折
31,折扣,圖書/影音,所羅門的偽證Ⅱ：決心（套書不分售 特價不再折扣）,435,售價已折
32,折扣,圖書/影音,雪蟲（特價品不再折扣）,189,售價已折
33,折扣,圖書/影音,義大利蔬食餐桌（特價不再折扣）,474,售價已折
34,折扣,圖書/影音,人間•失意角落套書（特價品不再折扣）,443,售價已折
35,折扣,圖書/影音,被遺忘的盟友（特價品不再折扣）,434,售價已折
36,折扣,圖書/影音,永無天日（特價品不再折扣）,79,售價已折
37,折扣,圖書/影音,慈悲之書（書＋心圓意滿筆記本）（特價不再折扣）,474,售價已折
38,折扣,圖書/影音,臺南青少年文學讀本套書（共6冊，特價不再折扣）,1043,售價已折
39,折扣,圖書/影音,烏鴉女孩（上下冊不分售，特價品不再折扣）,474,售價已折
40,折扣,圖書/影音,樂園（全新修訂版）（特價不再折扣）,474,售價已折
41,折扣,圖書/影音,透過運動和療效姿勢結構調整（附贈DVD 特價不再折扣）,395,售價已折
42,折扣,家電,【限時折扣★Haier海爾】65型4K HDR安卓9.0 Google TV(LE65K9000UA),19988,
43,折扣,家電,【限時折扣★TATUNG 大同】65型4K HDR聯網低藍光液晶(TH-U6500),15900,售價已折
44,折扣,家電,【限時折扣★HERAN 禾聯】55型4K HDR聯網低藍光液晶顯示器+視訊盒(HD-55UFG6C),14988,售價已折
45,折扣,服裝內著,矜蘭妃珍稀加厚14mm蠶絲背心絕版折扣檔,3260,售價已折
46,折扣,服裝內著,Joy ladies米蘭名媛必備美型褲限時折扣,1880,售價已折
47,折扣,服裝內著,【LEAP】熱銷折扣/兩件式機能型運動緊身褲裙(S-XL),784,
48,折扣,彩妝保養,【CureCare 安炫曜】露珠草水凝超導修護精華30ml★原價1280(新品首賣★限量折扣搶購),588,售價已折
49,折扣,彩妝保養,【CureCare 安炫曜】蠟菊無瑕隱形前導精華30ml★原價1280(新品首賣★限量折扣搶購),588,售價已折
50,折扣,修繕裝潢,【丸石五金】地下金屬探測器 手提金屬探測器 金屬偵測器 五金工具 折扣優惠(MET-UMD200MD),7218,
51,折扣,個人清潔,【TS6 護一生】潔淨凝露300gx2(原價1180-買一送再折扣),449,售價已折
52,折扣,攝影器材,Yolo LIV Yolo Box 新一代智能隨行直播機(超早鳥預購折扣),27000,
53,優惠,服裝內著,【GIORDANO 佐丹奴】男/女 裝經典長褲超值優惠組(快速到貨),499,
54,優惠,服裝內著,【The North Face】MOMO專屬優惠-北面熱銷男女款綜合服飾配件(6款任選),1980,
55,優惠,服裝內著,【GIORDANO 佐丹奴】男/女 裝抽繩長褲超值優惠組(快速到貨),399,
56,優惠,服裝內著,【安多精品】男仕/淑女/童款免洗褲&襪優惠組(超值便利 柔軟舒適 吸汗透氣),229,
57,優惠,服裝內著,【Ladies 蕾黛絲】網路獨家超值優惠 2件組 B-F罩杯(不挑款),1580,
58,優惠,服裝內著,【The North Face】MOMO限時優惠-北面經典熱銷男女款大學帽T(4款任選),2704,
59,優惠,服裝內著,【MACPOLY-兩件組超優惠】台灣製造 -超舒適寬板長褲/瑜珈褲(黑色/深咖/深灰  S-2XL),980,
60,優惠,服裝內著,【魔莉莎】7件組《NG款》台灣製B-C杯機能內衣優惠組(NG超值組),500,
61,優惠,服裝內著,【Kaepa】限時優惠-運動型吸排涼感運動套組-女(上衣+短褲),890,
62,優惠,服裝內著,【PEILOU 貝柔】全竹炭男生四角褲-3入(歡慶新年超值優惠組),476,
63,優惠,服裝內著,【The North Face】MOMO獨家優惠-初夏男女推薦款休閒短袖T-SHIRT(5款任選),1480,
64,優惠,服裝內著,【曼黛瑪璉】包覆提托經典B-E罩杯內衣(大促優惠4套組),7600,
65,優惠,服裝內著,【The North Face】MOMO 限時優惠-北面熱銷男生款透氣短袖/POLO衫(3款任選),1683,
66,優惠,服裝內著,【WOAWOA】能量激發登山襪-中筒-3入優惠組合(登山襪 健走襪 除臭襪 襪子 男襪女襪),799,
67,優惠,服裝內著,【The North Face】MOMO專屬優惠-北面暢銷男女戶外休閒短袖上衣(3款任選),1480,
68,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-114-15高爾夫女棉衫(年中最優惠!現省2460元!),1520,
69,優惠,服裝內著,【The North Face】MOMO限時優惠-北面經典男女款防水透氣衝鋒衣(4款任選),7380,
70,優惠,服裝內著,【Wolsey 皇家金狐狸】WM71-234-55上班休閒男襯衫 日本進口面料純棉100%(MO最優惠!現省2990元~),990,
71,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-108-83日本面料高爾夫男棉衫/棉柔舒適/彈性好活動(mo最優惠!現省2400元!),1880,
72,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-122-80日本面料柔軟舒適圓領女Tee(mo最優惠!現省1400元!),480,
73,優惠,服裝內著,【GIORDANO 佐丹奴】男/女裝 經典長褲超值優惠組(多款任選組),599,
74,優惠,服裝內著,【Wolsey 皇家金狐狸】WL91-103-53抗UV吸濕排汗高爾夫女棉衫(mo最優惠!瘦瘦狂省3200元!),1080,
75,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-117-80高爾夫女棉衫(mo最優惠!現省2500元!),1780,
76,優惠,服裝內著,【Wolsey 皇家金狐狸】女精選高爾夫休閒服飾(選對好時機mo最優惠!現省2462元!),1518,
77,優惠,服裝內著,【超值3入組】蜜桃臀 塑身褲 -超值優惠3入組(雕塑腰身),298,售價已折
78,優惠,服裝內著,【WOAWOA】能量激發登山襪-低筒-3入優惠組合(健走襪 除臭襪 襪子 男襪 女襪 運動襪),799,
79,優惠,服裝內著,【WOAWOA】能量激發登山襪-高筒-3入優惠組合(登百岳推薦款 台灣製 厚底 透氣 運動襪 襪子),1299,
80,優惠,服裝內著,【Wolsey 皇家金狐狸】WL91-101-35日本進口環保面料-天然舒適線條優雅女棉衫(mo獨家優惠!現省2500元!),880,
81,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-120-83高爾夫男棉衫 夏季首選多功能性商品(mo最優惠!現省2400元!),1880,
82,優惠,服裝內著,【The North Face】MOMO專屬優惠-北面暢銷男女戶外休閒褲款(6款任選),3880,
83,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-120-58高爾夫男棉衫 夏季首選多功能性商品(mo最優惠!現省2400元!),1880,
84,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-120-54高爾夫男棉/吸濕排汗抗紫外線(mo最優惠!現省2400元!),1880,
85,優惠,服裝內著,【A3】母親節優惠款-鎖鏈印花上衣(優選絲質、親膚涼爽),490,
86,優惠,服裝內著,【Wolsey 皇家金狐狸】WM71-220-55男襯衫 日本進口面料100%純棉柔軟(MO最優惠!現省2380元~),1600,
87,優惠,服裝內著,【Wolsey 皇家金狐狸】WL91-108-53吸濕排汗高爾夫女棉衫(mo最優惠!瘦瘦狂省3200元!),1080,
88,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-117-55 高爾夫男棉衫 吸濕透氣排汗彈性好活動(mo最優惠!現省2500元!),1780,
89,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-105-55 高爾夫男棉衫(mo最優惠!現省2400元!),1880,
90,優惠,服裝內著,【PEILOU 貝柔】年終超值優惠全竹炭三角褲組-男生(3入),588,
91,優惠,服裝內著,【iFit 愛瘦身】Fitty 休閒運動開襟外套(共三色＿S-L 磁石優惠),1280,
92,優惠,服裝內著,【WOAWOA】能量激發登山襪-中筒-3入優惠組合(登山襪 健走襪 除臭襪 襪子 男襪女襪),799,
93,優惠,服裝內著,【Wolsey 皇家金狐狸】男精選高爾夫休閒服飾(選對好時機mo最優惠!現省2462元!),1518,
94,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-115-58 高爾夫男棉衫(mo最優惠!現省2400元!),1880,
95,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-122-63日本面料柔軟舒適圓領女Tee(mo最優惠!現省1400元!),480,
96,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-118-80高爾夫女棉衫(mo最優惠!現省2300元!),1680,
97,優惠,服裝內著,【Wolsey 皇家金狐狸】WL91-122-80純棉圓領女棉Tee(mo最優惠!現省1400元!),480,
98,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-107-58高爾夫男棉衫 絲光棉/抗uv/吸濕透氣排汗功能(mo最優惠!現省2500元!),1780,
99,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-113-33高爾夫女棉衫 透氣排汗輕柔彈性好活動(mo最優惠!瘦瘦狂省2300元!),1680,
100,優惠,服裝內著,【NuBra 絕世好波】隱形胸罩 Seamless無痕款+隨機流行款(優惠雙組合),2125,售價已折
101,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-115-80高爾夫女棉衫(mo最優惠!現省2760元!),1520,
102,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-122-80 100%純棉圓領男Tee(mo最優惠!買到賺到現省1400元!),480,
103,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-226-80男襯衫 日本進口面料100%純棉柔軟(MO最優惠!現省2100元~),1480,
104,優惠,服裝內著,【Wolsey 皇家金狐狸】WL92-105-63日本面料立領女棉衫(獨家最低價▼限量優惠超划算),1194,
105,優惠,服裝內著,【Wolsey 皇家金狐狸】WL61-121-13純棉柔軟高爾夫女棉衫(mo最優惠!現省2990元!),990,
106,優惠,服裝內著,【Wolsey 皇家金狐狸】WL91-101-81日本進口環保面料-天然舒適線條優雅女棉衫(mo獨家優惠!現省2500元!),880,
107,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-113-25高爾夫男棉衫 吸濕透氣排汗彈性舒適(mo最優惠!現省2500元!),1780,
108,優惠,服裝內著,【WOAWOA】能量激發登山襪-低筒-6入優惠組合(健走襪 除臭襪 襪子 男襪 女襪 運動襪),1499,
109,優惠,服裝內著,【CHANMODE】美背蕾絲定脂後扣內衣-優惠組(三件組),856,售價已折
110,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-115-13高爾夫女棉衫(mo最優惠!現省2500元!),1780,
111,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-120-65高爾夫女棉衫(mo最優惠!現省2500元!),1780,
112,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-122-55 高爾夫男棉衫(年中最優惠-現省2760元!),1520,
113,優惠,服裝內著,【Wolsey 皇家金狐狸】WM81-214-85上班休閒男襯衫 日本進口面料純棉100%(MO最優惠!現省2720元~),960,
114,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-111-58 高爾夫男棉衫(mo最優惠!現省2500元!),1780,
115,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-111-53 高爾夫男棉衫(mo最優惠!現省2500元!),1780,
116,優惠,服裝內著,【Wolsey 皇家金狐狸】PM51-117-23 小石公爵純棉100%高爾夫男棉衫(mo最優惠!買到賺到現省2700元!),980,
117,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-113-80高爾夫女棉衫 透氣排汗輕柔彈性好活動(mo最優惠!瘦瘦狂省2300元!),1680,
118,優惠,服裝內著,【A3】母親節優惠款-蠶絲造型短袖上衣(優選絲質、親膚涼爽),699,
119,優惠,服裝內著,【Wolsey 皇家金狐狸】WL92-509-53女立領防風輕薄時尚外套(2020新款限量超值優惠),1794,
120,優惠,服裝內著,【Intimate 內著】超優惠五件組 軟鋼圈/無鋼圈內衣(不挑款/色),842,售價已折
121,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-117-43高爾夫女棉衫(mo最優惠!現省2500元!),1780,
122,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-118-16高爾夫女棉衫(mo最優惠!現省2300元!),1680,
123,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-115-45 高爾夫男棉衫(mo最優惠!現省2400元!),1880,
124,優惠,服裝內著,【Wolsey 皇家金狐狸】WM81-504-55男款 抗UV防潑水外套(對抗豔陽專案!限量優惠~現省4320元),2880,
125,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-113-13高爾夫女棉衫 透氣排汗輕柔彈性好活動(mo最優惠!瘦瘦狂省2300元!),1680,
126,優惠,服裝內著,【Wolsey 皇家金狐狸】WM71-202-15上班休閒男襯衫 日本進口面料純棉100%(MO最優惠!現省2990元~),990,
127,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-125-55 休閒男Tee(mo最優惠!買到賺到現省1600元!),1080,
128,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-115-33高爾夫女棉衫(年中最優惠!現省2760元!),1520,
129,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-115-53高爾夫女棉衫(年中最優惠!現省2760元!),1520,
130,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-501-71男款 日本面料防曬外套(對抗豔陽專案!限量優惠~現省4320元),2880,
131,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-119-53 高爾夫男棉衫(mo最優惠!現省2300元!),1680,
132,優惠,服裝內著,【魔莉莎】超值7件-破盤優惠不挑款不挑色超值內衣(超值內衣7件組),899,
133,優惠,服裝內著,【JS嚴選】輕體美學竹炭重機能超高腰塑身五分四角褲(優惠5件組),1215,售價已折
134,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-213-53男襯衫 德國進口面料100%純棉柔軟(MO最優惠!現省2200元~),1580,
135,優惠,服裝內著,【TXG】優惠3入組 - 舒柔款減壓襪 基礎型 15-20mmHg(久站 辦公室 塑腿 靜脈壓力),3456,
136,優惠,服裝內著,【PRIVATESTRUCTURE】限量優惠專櫃三角/四角內褲組合(買2送2件超值4件組隨機出貨),1184,
137,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-225-85男襯衫 日本進口面料100%純棉柔軟(MO最優惠!現省2100元~),1480,
138,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-117-25高爾夫女棉衫(mo最優惠!現省2500元!),1780,
139,優惠,服裝內著,【CHANMODE】美背蕾絲定脂後扣內衣-熱門優惠組(三件組),856,售價已折
140,優惠,服裝內著,【Wolsey 皇家金狐狸】WL82-103-33女棉衫-絲光棉(mo獨家▼限時優惠),1314,
141,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-122-43 高爾夫男棉衫(年中最優惠-現省2760元!),1520,
142,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-122-80 高爾夫男棉衫抗uv棉柔舒適 吸濕透氣排汗(mo最優惠!現省2500元!),1780,
143,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-111-53高爾夫女棉衫 透氣排汗輕柔彈性好活動(mo最優惠!瘦瘦狂省2400元!),1580,
144,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-106-80高爾夫女棉衫 透氣排汗輕柔彈性好活動(mo最優惠!狂省2400元!),1580,
145,優惠,服裝內著,束腹腰夾美臀褲-超值優惠3入組(雕塑腰身),502,售價已折
146,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-117-80 高爾夫男棉衫(mo最優惠!現省2300元!),1680,
147,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-119-43 高爾夫男棉衫(mo最優惠!現省2300元!),1680,
148,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-130-85 男款吸濕排汗圓領衫(mo最優惠!現省1600元!),1080,
149,優惠,服裝內著,【Wolsey 皇家金狐狸】PM51-117-18 小石公爵純棉100%高爾夫男棉衫(mo最優惠!買到賺到現省2700元!),980,
150,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-112-58高爾夫男棉衫 彈性舒適(mo最優惠!現省2500元!),1780,
151,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-219-73男襯衫 日本進口面料100%純棉柔軟(MO最優惠!現省2200元~),1580,
152,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-501-83女款抗UV外套(對抗豔陽專案!限量優惠~現省2980元),1998,
153,優惠,服裝內著,【K.W.】優惠顯瘦金色字母套裝褲(共3色),599,售價已折
154,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-230-55男襯衫 日本進口面料天然植物棉麻製成、透氣舒適(MO最優惠!現省2100元~),1480,
155,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-113-15高爾夫女棉衫 透氣排汗輕柔彈性好活動(mo最優惠!瘦瘦狂省2300元!),1680,
156,優惠,服裝內著,【曼黛瑪璉】包覆提托經典B-E罩杯內衣(大促優惠3件組),4340,
157,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-227-53男襯衫 日本進口面料100%純棉柔軟(MO最優惠!現省2100元~),1480,
158,優惠,服裝內著,【Wolsey 皇家金狐狸】WM81-504-45男款 抗UV防潑水外套(對抗豔陽專案!限量優惠~現省4320元),2880,
159,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-501-13女款抗UV外套(對抗豔陽專案!限量優惠~現省2980元),1998,
160,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-122-44日本面料柔軟舒適圓領女Tee(mo最優惠!現省1400元!),480,
161,優惠,服裝內著,【HIROSAWA】101 木代爾除菌均碼運動褲(優惠3件組),999,
162,優惠,服裝內著,【IZZVATI】長版連帽外套(限時優惠價至2021/1/4),790,
163,優惠,服裝內著,【Wolsey 皇家金狐狸】WL91-124-63高爾夫涼感衫(mo最優惠!現省1490元!),990,
164,優惠,服裝內著,【Wolsey 皇家金狐狸】WM01-115-55高爾夫男棉衫 吸濕透氣排汗功能(mo最優惠!現省2400元!),1880,
165,優惠,服裝內著,【魔莉莎】10件組《NG款》台灣製B-C杯機能內衣優惠組(NG超值組),700,
166,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-122-55日本面料柔軟舒適圓領女Tee(mo最優惠!現省1400元!),480,
167,優惠,服裝內著,【Wolsey 皇家金狐狸】WM71-201-65男襯衫 日本進口面料天然植物纖維麻製成透氣舒適(MO最優惠!現省2380元~),1520,
168,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-122-33日本面料柔軟舒適圓領女Tee(mo最優惠!現省1400元!),480,
169,優惠,服裝內著,【JS嚴選】愛戀馬卡龍重機能超高腰極塑褲(優惠組C041),990,下單再折
170,優惠,服裝內著,【WOAWOA】限量優惠!買三送一!超人氣壓力足弓襪(下單一組即為四雙),899,
171,優惠,服裝內著,【YAKPAK】保暖磨毛精緻發熱上衣台灣製 兩件優惠組(5色),493,售價已折
172,優惠,服裝內著,【Wolsey 皇家金狐狸】WL91-123-65女日本進口天絲棉T恤(mo最優惠!現省1380元!),900,
173,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-220-53男襯衫 日本進口面料100%純棉柔軟(年中最優惠!現省2460元-),1520,
174,優惠,服裝內著,【WOAWOA】能量激發登山襪-高筒-3入優惠組合(登百岳推薦款 台灣製 厚底 透氣 運動襪 襪子),1299,
175,優惠,服裝內著,【KUPANTS】輕著時尚韓版修身彈力短褲(優惠促銷中/M-3L),528,
176,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-220-70男襯衫 日本進口面料100%純棉柔軟(年中最優惠!現省2460元-),1520,
177,優惠,服裝內著,【WOAWOA】能量激發登山襪-中筒-6入優惠組合(登山襪 健走襪 除臭襪 機能襪 足弓襪 壓力襪),1499,
178,優惠,服裝內著,【YS SHOP】少女精梳棉中筒襪8入組(超值優惠),400,
179,優惠,服裝內著,【KUPANTS】輕著時尚夏季韓版素面休閒短褲(優惠促銷中/M-3L),638,
180,優惠,服裝內著,【KARL LAGERFELD 卡爾】運動T恤 IKONIK數碼造型運動衫任選(2020原廠公司新貨 雙12限定優惠),7182,售價已折
181,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-217-18男襯衫 德國進口面料100%純棉柔軟(MO最優惠!現省2100元~),1480,
182,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-122-45日本面料柔軟舒適圓領女Tee(mo最優惠!現省1400元!),480,
183,優惠,服裝內著,【Wolsey 皇家金狐狸】WL01-111-15高爾夫女棉衫 透氣排汗輕柔彈性好活動(mo最優惠!瘦瘦狂省2400元!),1580,
184,優惠,服裝內著,【WOAWOA】能量激發登山襪-中筒-6入優惠組合(登山襪 健走襪 除臭襪 機能襪 足弓襪 壓力襪),1499,
185,優惠,服裝內著,【JS嚴選】愛戀馬卡龍重機能超高腰極塑褲(優惠組C051),1224,售價已折
186,優惠,服裝內著,【蓓氏嘉】大罩杯-薔薇之戀胸罩 優惠二件組 D-G(黑+膚),1280,
187,優惠,服裝內著,【WOAWOA】能量激發登山襪-高筒-6入優惠組合(登百岳推薦款 台灣製 厚底 透氣 運動襪 襪子),2399,
188,優惠,服裝內著,【Wolsey 皇家金狐狸】WL82-103-80女棉衫-絲光棉(獨家最低價▼限量優惠超划算),1314,
189,優惠,服裝內著,【Wolsey 皇家金狐狸】WL91-123-18女日本進口天絲棉T恤(mo最優惠!現省1380元!),900,
190,優惠,服裝內著,【Wolsey 皇家金狐狸】WL91-123-23女日本進口天絲棉T恤(mo最優惠!現省1380元!),900,
191,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-130-58 男款吸濕排汗圓領衫(mo最優惠!現省1600元!),1080,
192,優惠,服裝內著,【蓓氏嘉】大罩杯-薔薇續曲胸罩 優惠二件組 D-G(紫+黃),1280,
193,優惠,服裝內著,【蓓氏嘉】大罩杯-薔薇之戀胸罩 優惠2件組 D-G(粉桃+淺紫),1280,
194,優惠,服裝內著,【WOAWOA】能量激發登山襪-高筒-6入優惠組合(登百岳推薦款 台灣製 厚底 透氣 運動襪 襪子),2399,
195,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-213-33男襯衫 德國進口面料100%純棉柔軟(MO最優惠!現省2200元~),1580,
196,優惠,服裝內著,【蓓氏嘉】薔薇之戀胸罩 優惠二件組(粉桃+淺紫),1280,
197,優惠,服裝內著,【JS嚴選】小腹剋星特選玫瑰雙層加壓超高腰竹炭四角褲(優惠5件組),1224,售價已折
198,優惠,服裝內著,【蓓氏嘉】大罩杯-薔薇續曲胸罩 優惠二件組 D-G(粉+紅),1280,
199,優惠,服裝內著,【蓓氏嘉】大罩杯-籬野秋藤胸罩 優惠二件組 E-G(藍+粉),1280,
200,優惠,服裝內著,【蓓氏嘉】大罩杯-田園花采胸罩 優惠二件組 E-G(粉+綠),1280,
201,優惠,服裝內著,【蓓氏嘉】大罩杯-薔薇續曲胸罩 優惠2件組 D-G(紫+黃),1280,
202,優惠,服裝內著,【ROMENSA】若曼莎蕾絲內褲優惠組(6件),440,售價已折
203,優惠,服裝內著,【ROMENSA】若曼莎蕾絲內褲優惠組(8件),616,售價已折
204,優惠,服裝內著,【YS SHOP】少女精梳棉休閒襪8入組(超值優惠),400,
205,優惠,服裝內著,【YS SHOP】少女精梳棉休閒襪8入組(超值優惠),400,
206,優惠,服裝內著,【PEILOU 貝柔】超值優惠竹炭抗菌紗保暖衣-男立領(3入),338,
207,優惠,服裝內著,【PEILOU 貝柔】超值優惠機能吸濕發熱男女保暖衣(3入),913,售價已折
208,優惠,服裝內著,【MI MI LEO】台灣製竹炭保暖衣-出清優惠2件組(#出清#保暖衣#竹炭#台灣製#MIT#2件組),399,售價已折
209,優惠,服裝內著,【Wolsey 皇家金狐狸】WM91-130-28 男款吸濕排汗圓領衫(mo最優惠!現省1600元!),1080,
210,優惠,食品飲料,【亞尼克果子工房】季節口味生乳捲任2條(小週末優惠組),888,
211,優惠,食品飲料,【瑞士赫蒂】75%黑巧克力80g(超值優惠-促銷中),89,
212,優惠,食品飲料,【天然無毒花東米-天禾玉】頂級米-頂級白米4包優惠價(1.5公斤真空包裝),1010,
213,優惠,食品飲料,【韓國火辣雞】火辣貓系列 青陽辣椒炸醬麵136g(4件組-優惠價),199,
214,優惠,食品飲料,【一之鄉】蜂蜜蛋糕10片裝3盒優惠組送格莉朵餅乾30片(天然蜂蜜不添加防腐劑/伴手禮/彌月禮盒),699,售價已折
